description,category,severity,source,label,augmented,scenario
"انتهاك Least Privilege على حساب مميز: ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:072 (SAMA_EN_5888_VER1.pdf): architecture should be defined, approved and implemented. 2. The compliance with the cyber security architecture should be monitored. 3. The cyber security architecture should include: a. a strategic outline of cyber security capabilities and controls based on the business requirements; Version 1.0 Page 26 of 56 b. approval of the defined cyber security architecture; c. the requirement of having qualified cyber security architects; d. design principles for developing cyber security controls and applying cyber security requirements (i.e., the security-by-design principle); e. periodic review of the cyber security architecture. 3.3.5 Identity and Access Management Principle The Member Organization should restrict access to its information assets in line with their business requirements based ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",PAM,Medium,legal_articles_from_pdfs.json,3,True,
كلمة مرور ضعيفة أو قديمة: حساب مسؤول قاعدة بيانات Oracle الخاص بنظام القروض والتمويل يستخدم كلمة مرور مكوّنة من تاريخ ميلاد المسؤول ورقم هاتفه المختصر وهي معلومات متاحة على الشبكة الداخلية. تم اكتشاف هذا الأمر من خلال اختبار اختراق داخلي. الحساب يملك صلاحية DBA كاملة على جداول بيانات عقود التمويل والضمانات. يُشكّل هذا وضعاً حرجاً يستوجب تدخلاً فورياً.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"انتهاك Least Privilege على حساب المستخدم مميز: سيناريو تعافي DRP-096: تهديد 'تسرب بيانات' يؤثر على [تطبيقات الويب, أنظمة إدارة الهوية والوصول, خوادم قواعد البيانات]. إجراءات: تحويل حركة المرور إلى الموقع البديل (DR Site). تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.",PAM,High,data\bank_scenarios_import.csv,3,True,
"يمتلك المستخدم محمد العتيبي صلاحيات إنشاء أوامر الدفع والموافقة عليها في نفس الوقت داخل نظام الخزينة. تم رصد قيامه بتحويل مبالغ تتجاوز 500,000 ريال دون الحصول على موافقة طرف ثانٍ. هذا يشكل انتهاكاً صريحاً لمبدأ فصل المهام حيث يجمع المستخدم بين دور المنشئ والمعتمد. الأمر يعرض البنك لمخاطر الاحتيال الداخلي وتلاعب في العمليات المالية.",SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,False,
غياب المصادقة متعددة العوامل MFA: الحساب موظف في قسم عمليات الدفع يصل إلى نظام معالجة المدفوعات الإلكترونية ونظام سداد دون تفعيل MFA، رغم أن الحساب يمتلك صلاحية الموافقة على التحويلات دون حد أقصى محدد. يُشكّل هذا وضعاً خطيراً في ظل ارتفاع محاولات الاحتيال الإلكتروني الموجّهة لأنظمة الدفع في القطاع المصرفي السعودي. رُصد الحساب يُنفّذ موافقات على معاملات بقيمة إجمالية تجاوزت 8 ملايين ريال خلال الشهر الماضي. غياب طبقة التحقق الإضافي يُضعف من مبدأ الفصل بين المهام والرقابة على العمليات. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
مستخدم في قسم الخزينة باسم Sara Al-Mutairi يمتلك صلاحية تنفيذ التحويلات البنكية الدولية والمحلية واعتمادها في الوقت ذاته دون الحاجة لموافقة ثانية، مما يعني غياب مبدأ الفصل بين صلاحيات الإنشاء والاعتماد. هذا الوضع يفتح الباب أمام إمكانية تنفيذ تحويلات احتيالية دون رقابة. تم رصد 5 تحويلات دولية بمبالغ كبيرة أُنشئت واعتُمدت من نفس الحساب خلال الشهر الجاري. يُعدّ هذا انتهاكاً مباشراً لمبدأ الفصل بين المهام وللسياسات التشغيلية للخزينة. ولم يُعثر على تذكرة موافقة مرتبطة.,EXCESSIVE_PRIVILEGES,Critical,data\imtithal_violations_latest.csv,1,True,
"نفس المستخدم يعتمد وينفذ: يمتلك المستخدم محمد العتيبي صلاحيات إنشاء أوامر الدفع والموافقة عليها في نفس الوقت داخل نظام الخزينة. تم رصد قيامه بتحويل مبالغ تتجاوز 500,000 ريال دون الحصول على موافقة طرف ثانٍ. هذا يشكل انتهاكاً صريحاً لمبدأ فصل المهام حيث يجمع المستخدم بين دور المنشئ والمعتمد. الأمر يعرض البنك لمخاطر الاحتيال الداخلي وتلاعب في العمليات المالية.",SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
تنفيذ أوامر sudo على Core Banking دون تذكرة ServiceNow مفتوحة.,PAM,High,scenario_eval,3,False,
نفس المستخدم يعتمد وينفذ: موظف الخزينة Khalid Mansour يتولى مهام تنفيذ صفقات الفوركس وتأكيدها مع الطرف المقابل وتسويتها المحاسبية في آنٍ واحد دون أي فصل لهذه المراحل الثلاث. يعني ذلك قدرته على إجراء صفقة بسعر صرف غير سوقي وتأكيدها ثم إخفاء الفرق في القيود المحاسبية. تم رصد 6 صفقات فوركس بمعدلات انحراف تزيد عن 0.5% عن السعر السوقي وقت التنفيذ. يتعارض هذا الوضع مع أفضل الممارسات المعمول بها في إدارة مخاطر الخزينة والمتطلبات التنظيمية لهيئة ساما. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
"The risk appetite and methodology 
can be aligned with the enterprise and operational risk management methodology.
Further, implementation of a risk management technology solution for automation should be 
considered and it should be configured to provide a view of all enterprise wide risks as well 
as risk views by business departments, processes, facilities and assets.
A comprehensive compliance management framework must be in place including the overall 
compliance management process, procedures, reporting dashboards, roles and
responsibilities, compliance requirements and controls library, compliance control checklists 
and questionnaires where applicable.
A unified compliance framework should be considered to reduce the number of compliance 
assessments",AUDIT_LOG_MISSING,Medium,Aujas_NCA_Compliance.pdf,0,False,
خلال اختبار اختراق داخلي، هوية النظام تطبيق تقارير BI المستخدم لاستخراج التقارير الإدارية يمتلك صلاحيات مباشرة على قاعدة بيانات الإنتاج بدلاً من استخدام نسخة للقراءة فقط (Read Replica). الحساب يستطيع تنفيذ استعلامات UPDATE و DELETE على جداول بيانات العملاء والحسابات. لم يسبق مراجعة هذه الصلاحيات منذ تركيب النظام قبل 3 سنوات. يشكل هذا خطر تلف غير مقصود أو متعمد للبيانات. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,EXCESSIVE_PRIVILEGES,High,data\imtithal_violations_latest.csv,1,True,
"**معرف العملية:** P-061
    **اسم العملية:** البريد الإلكتروني الداخلي والتعاون

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تسرب بيانات' يستهدف 'تطبيقات الويب'، وهو أحد الأصول الرئيسية لعملية 'البريد الإلكتروني الداخلي والتعاون'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البريد الإلكتروني الداخلي والتعاون' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 48.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تعطيل الوصول غير المصرح به.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** عبدالله الشهراني (إدارة الأمن السيبراني)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** تحديث حالة التعافي من الكوارث.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,High,data\bank_scenarios_import.csv,3,False,
